Record,Location,Title,Job Type,Sex,Classification,Supervisor,Last Eval,Q1 Number,Q2,Q3,Q4,Q5,Q7,Q8,Supervisor,Q2 Number,Q3 Number,Q4 Number,Q5 Number,Q7 Number,Q8 Number
10006248,Illinois,Sales - Client Support,Full-Time,Male,Client/Support,No,Satisfactory,4,Yes,disagree,Strongly Disagree,Disagree,,Disagree,N,1,-1,-2,-1,,-1
10006249,Texas,Admin - Manager,Full-Time,Male,Admin,No,Satisfactory,4,No,strongly agree,Agree,Strongly Disagree,,Strongly Disagree,N,0,2,1,-2,,-2
10006250,Florida,Sales - After Market,Full-Time,Female,Client/Support,No,Satisfactory,4,Yes,disagree,Disagree,Disagree,,Strongly Disagree,N,1,-1,-1,-1,,-2
10006251,Texas,Technician - Production,Full-Time,Female,Production,No,Satisfactory,4,Yes,strongly disagree,Disagree,Agree,,Strongly Agree,N,1,-2,-1,1,,2
10006252,Texas,Admin - Specialist,Part-Time,Female,Admin,No,Satisfactory,3,Yes,strongly disagree,Disagree,Disagree,,Disagree,N,1,-2,-1,-1,,-1
10006253,Texas,Project Manager,Full-Time,Male,Admin,No,Satisfactory,3,Yes,agree,Strongly Agree,Strongly Disagree,,Agree,N,1,1,2,-2,,1
10006254,Texas,Technician - Aftermarket,Full-Time,Female,Production,No,Satisfactory,4,Yes,disagree,Agree,Strongly Disagree,,Disagree,N,1,-1,1,-2,,-1
10006255,New Hampshire,Technician - Aftermarket,Full-Time,Female,Production,No,Poor,1,No,strongly disagree,Strongly Disagree,Disagree,,Disagree,N,0,-2,-2,-1,,-1
10006256,Florida,Sales - After Market,Full-Time,Male,Client/Support,No,Satisfactory,4,No,disagree,Strongly Agree,Agree,,Disagree,N,0,-1,2,1,,-1
10006257,New York,Sales - After Market,Full-Time,Male,Client/Support,No,Satisfactory,2,Yes,disagree,Agree,Strongly Agree,,Strongly Disagree,N,1,-1,1,2,,-2
10006258,Florida,Technician - Aftermarket,Part-Time,Male,Production,No,Outstanding,4,Yes,disagree,Strongly Agree,Agree,,Disagree,N,1,-1,2,1,,-1
10006259,Florida,IT/Support,Full-Time,Female,Client/Support,No,Satisfactory,4,No,agree,Strongly Disagree,Strongly Disagree,,Strongly Disagree,N,0,1,-2,-2,,-2
10006260,Florida,Technician - Building Services,Full-Time,Male,Production,No,Satisfactory,4,No,disagree,Agree,Strongly Disagree,,Disagree,N,0,-1,1,-2,,-1
10006261,New Hampshire,Technician - Aftermarket,Full-Time,Female,Production,No,Satisfactory,4,No,strongly disagree,Agree,Disagree,,Disagree,N,0,-2,1,-1,,-1
10006262,Florida,Technician - Production,Full-Time,Male,Production,No,Outstanding,3,Yes,disagree,Disagree,Disagree,,Strongly Disagree,N,1,-1,-1,-1,,-2
10006263,Texas,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,agree,Strongly Agree,Disagree,,Agree,N,1,1,2,-1,,1
10006264,Florida,Technician - Maintenance,Full-Time,Male,Production,No,Satisfactory,4,Yes,agree,Disagree,Disagree,,Strongly Disagree,N,1,1,-1,-1,,-2
10006265,Texas,Technician - Production,Full-Time,Male,Production,No,Outstanding,4,Yes,disagree,Strongly Disagree,Strongly Agree,,Strongly Disagree,N,1,-1,-2,2,,-2
10006266,Florida,Technician - Building Services,Full-Time,Male,Production,No,Satisfactory,3,Yes,disagree,Agree,Strongly Disagree,,Disagree,N,1,-1,1,-2,,-1
10006267,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Disagree,Disagree,,Strongly Agree,N,1,-1,-1,-1,,2
10006268,Texas,Technician - Aftermarket,Full-Time,Female,Production,No,Poor,1,Yes,disagree,Agree,Disagree,,Disagree,N,1,-1,1,-1,,-1
10006269,Illinois,Technician - Maintenance,Full-Time,Male,Production,No,Satisfactory,2,Yes,agree,Strongly Disagree,Agree,,Agree,N,1,1,-2,1,,1
10006270,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,3,No,strongly disagree,Strongly Disagree,Disagree,,Strongly Disagree,N,0,-2,-2,-1,,-2
10006271,New York,Sales - After Market,Full-Time,Male,Client/Support,No,Satisfactory,4,Yes,strongly disagree,Agree,Disagree,,Strongly Disagree,N,1,-2,1,-1,,-2
10006272,New Hampshire,Technician - Production,Part-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Agree,Disagree,,Disagree,N,1,-1,1,-1,,-1
10006273,Illinois,Sales - Client Support,Full-Time,Female,Client/Support,No,Poor,2,Yes,strongly disagree,Strongly Disagree,Strongly Disagree,,Strongly Disagree,N,1,-2,-2,-2,,-2
10006274,Texas,Admin - Specialist,Full-Time,Female,Admin,No,Satisfactory,4,Yes,strongly agree,Strongly Disagree,Disagree,,Strongly Disagree,N,1,2,-2,-1,,-2
10006275,Texas,Technician - Aftermarket,Full-Time,Female,Production,No,Poor,1,Yes,strongly agree,Strongly Disagree,Disagree,,Strongly Disagree,N,1,2,-2,-1,,-2
10006276,Florida,Sales - After Market,Full-Time,Male,Client/Support,No,Satisfactory,4,Yes,strongly agree,Strongly Agree,Strongly Agree,,Agree,N,1,2,2,2,,1
10006277,Florida,Director,Full-Time,Male,Admin,Yes,Satisfactory,4,Yes,strongly disagree,Agree,Agree,Disagree,,Y,1,-2,1,1,-1,
10006278,New Hampshire,Sales - Client Support,Full-Time,Female,Client/Support,No,Satisfactory,3,No,agree,Strongly Agree,Strongly Disagree,,Agree,N,0,1,2,-2,,1
10006279,Texas,Technician - Aftermarket,Full-Time,Male,Production,No,Satisfactory,4,Yes,strongly agree,Disagree,Disagree,,Disagree,N,1,2,-1,-1,,-1
10006280,Florida,Technician - Production,Full-Time,Female,Production,No,Outstanding,3,No,strongly disagree,Strongly Agree,Disagree,,Disagree,N,0,-2,2,-1,,-1
10006281,New York,Technician - Production,Full-Time,Female,Production,No,Poor,1,Yes,agree,Agree,Strongly Disagree,,Disagree,N,1,1,1,-2,,-1
10006282,Texas,Sales - After Market,Full-Time,Female,Client/Support,No,Satisfactory,4,No,agree,Strongly Disagree,Disagree,,Disagree,N,0,1,-2,-1,,-1
10006283,California,Technician - Aftermarket,Full-Time,Male,Production,No,Satisfactory,4,Yes,agree,Strongly Agree,Strongly Disagree,,Strongly Disagree,N,1,1,2,-2,,-2
10006284,Florida,Admin - Manager,Full-Time,Female,Admin,No,Satisfactory,2,No,agree,Disagree,Disagree,,Disagree,N,0,1,-1,-1,,-1
10006285,New York,Technician - Aftermarket,Full-Time,Female,Production,No,Outstanding,3,Yes,disagree,Strongly Disagree,Disagree,,Agree,N,1,-1,-2,-1,,1
10006286,Texas,Project Manager,Full-Time,Female,Admin,No,Satisfactory,4,Yes,strongly agree,Strongly Agree,Disagree,,Disagree,N,1,2,2,-1,,-1
10006287,Texas,IT/Support,Full-Time,Female,Client/Support,No,Outstanding,2,No,disagree,Strongly Disagree,Agree,,Strongly Agree,N,0,-1,-2,1,,2
10006288,New Hampshire,Sales - After Market,Full-Time,Female,Client/Support,No,Satisfactory,4,Yes,strongly disagree,Strongly Disagree,Disagree,,Strongly Disagree,N,1,-2,-2,-1,,-2
10006289,Texas,Project Manager,Full-Time,Female,Admin,No,Satisfactory,4,Yes,strongly disagree,Strongly Agree,Disagree,,Strongly Disagree,N,1,-2,2,-1,,-2
10006290,Texas,Technician - Maintenance,Full-Time,Male,Production,No,Outstanding,2,No,agree,Disagree,Agree,,Strongly Disagree,N,0,1,-1,1,,-2
10006291,Florida,Technician - Maintenance,Full-Time,Male,Production,No,Satisfactory,4,No,disagree,Disagree,Strongly Agree,,Strongly Disagree,N,0,-1,-1,2,,-2
10006292,Florida,Director,Full-Time,Male,Admin,Yes,Satisfactory,3,Yes,disagree,Agree,Disagree,Disagree,,Y,1,-1,1,-1,-1,
10006293,California,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,No,agree,Disagree,Agree,,Strongly Disagree,N,0,1,-1,1,,-2
10006294,Texas,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Agree,Agree,,Disagree,N,1,-1,1,1,,-1
10006295,Florida,IT/Support,Full-Time,Female,Client/Support,No,Poor,1,Yes,strongly disagree,Disagree,Disagree,,Strongly Disagree,N,1,-2,-1,-1,,-2
10006296,Florida,Technician - Aftermarket,Full-Time,Male,Production,No,Satisfactory,4,No,agree,Strongly Agree,Agree,,Disagree,N,0,1,2,1,,-1
10006297,California,Technician - Production,Full-Time,Male,Production,No,Satisfactory,3,Yes,agree,Strongly Disagree,Disagree,,Strongly Disagree,N,1,1,-2,-1,,-2
10006298,Texas,Project Manager,Full-Time,Female,Admin,No,Satisfactory,3,Yes,disagree,Disagree,Disagree,,Disagree,N,1,-1,-1,-1,,-1
10006299,Florida,Technician - Production,Full-Time,Female,Production,No,Satisfactory,4,Yes,strongly disagree,Strongly Disagree,Strongly Disagree,,Strongly Disagree,N,1,-2,-2,-2,,-2
10006300,Texas,Admin - Specialist,Full-Time,Female,Admin,No,Outstanding,3,No,disagree,Agree,Disagree,,Agree,N,0,-1,1,-1,,1
10006301,New York,Technician - Maintenance,Full-Time,Female,Production,No,Satisfactory,2,Yes,strongly agree,Strongly Agree,Strongly Disagree,,Disagree,N,1,2,2,-2,,-1
10006302,Florida,Technician - Production,Full-Time,Male,Production,No,Outstanding,4,Yes,strongly disagree,Disagree,Agree,,Strongly Disagree,N,1,-2,-1,1,,-2
10006303,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,strongly disagree,Disagree,Disagree,,Strongly Disagree,N,1,-2,-1,-1,,-2
10006304,New Hampshire,Engineering - Production,Full-Time,Male,Production,No,Outstanding,4,Yes,disagree,Disagree,Agree,,Strongly Disagree,N,1,-1,-1,1,,-2
10006305,Florida,Project Manager,Full-Time,Female,Admin,No,Satisfactory,3,Yes,strongly disagree,Disagree,Disagree,,Disagree,N,1,-2,-1,-1,,-1
10006306,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Disagree,Disagree,,Strongly Agree,N,1,-1,-1,-1,,2
10006307,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Agree,Agree,,Disagree,N,1,-1,1,1,,-1
10006308,California,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,strongly agree,Disagree,Strongly Disagree,,Strongly Agree,N,1,2,-1,-2,,2
10006309,Texas,Technician - Building Services,Full-Time,Male,Production,No,Satisfactory,4,No,disagree,Agree,Strongly Disagree,,Disagree,N,0,-1,1,-2,,-1
10006310,New Hampshire,Technician - Production,Full-Time,Female,Production,No,Satisfactory,4,Yes,disagree,Strongly Disagree,Disagree,,Strongly Disagree,N,1,-1,-2,-1,,-2
10006311,Florida,Technician - Production,Full-Time,Male,Production,No,Outstanding,4,Yes,strongly agree,Agree,Agree,,Agree,N,1,2,1,1,,1
10006312,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,3,No,disagree,Disagree,Agree,,Strongly Disagree,N,0,-1,-1,1,,-2
10006313,Texas,Technician - Production,Full-Time,Female,Production,No,Satisfactory,4,Yes,disagree,Agree,Agree,,Strongly Disagree,N,1,-1,1,1,,-2
10006314,Texas,Technician - Aftermarket,Full-Time,Male,Production,No,Outstanding,3,Yes,agree,Agree,Disagree,,Strongly Disagree,N,1,1,1,-1,,-2
10006315,Florida,Technician - Production,Full-Time,Female,Production,No,Satisfactory,4,Yes,disagree,Disagree,Disagree,,Disagree,N,1,-1,-1,-1,,-1
10006316,Florida,Technician - Production,Full-Time,Female,Production,No,Satisfactory,4,Yes,strongly disagree,Agree,Agree,,Disagree,N,1,-2,1,1,,-1
10006317,Illinois,Admin - Specialist,Full-Time,Male,Admin,No,Satisfactory,4,Yes,disagree,Strongly Disagree,Strongly Agree,,Strongly Disagree,N,1,-1,-2,2,,-2
10006318,Texas,Sales - Client Support,Full-Time,Female,Client/Support,No,Poor,2,Yes,strongly agree,Strongly Agree,Strongly Disagree,,Disagree,N,1,2,2,-2,,-1
10006319,Florida,Technician - Maintenance,Full-Time,Male,Production,No,Satisfactory,4,Yes,agree,Disagree,Disagree,,Disagree,N,1,1,-1,-1,,-1
10006320,New York,Technician - Production,Full-Time,Female,Production,No,Satisfactory,4,Yes,strongly agree,Disagree,Strongly Disagree,,Strongly Disagree,N,1,2,-1,-2,,-2
10006321,Florida,Team Lead,Full-Time,Male,Client/Support,Yes,Outstanding,3,Yes,strongly disagree,Disagree,Disagree,Disagree,,Y,1,-2,-1,-1,-1,
10006322,Florida,Technician - Production,Full-Time,Female,Production,No,Satisfactory,4,Yes,disagree,Disagree,Agree,,Disagree,N,1,-1,-1,1,,-1
10006323,Texas,Admin - Specialist,Full-Time,Female,Admin,No,Outstanding,3,Yes,agree,Agree,Disagree,,Strongly Disagree,N,1,1,1,-1,,-2
10006324,Florida,Team Lead,Full-Time,Male,Client/Support,Yes,Satisfactory,4,Yes,disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,,Y,1,-1,-2,2,-2,
10006325,California,Admin - Specialist,Full-Time,Female,Admin,No,Satisfactory,4,No,disagree,Agree,Disagree,,Strongly Disagree,N,0,-1,1,-1,,-2
10006326,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,strongly agree,Strongly Agree,Strongly Disagree,,Disagree,N,1,2,2,-2,,-1
10006327,Texas,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,No,agree,Disagree,Disagree,,Strongly Disagree,N,0,1,-1,-1,,-2
10006328,Texas,Technician - Production,Full-Time,Female,Production,No,Satisfactory,4,Yes,strongly agree,Disagree,Agree,,Strongly Agree,N,1,2,-1,1,,2
10006329,Florida,Director,Full-Time,Male,Admin,Yes,Satisfactory,4,Yes,agree,Disagree,Disagree,Strongly Disagree,,Y,1,1,-1,-1,-2,
10006330,Texas,Technician - Building Services,Full-Time,Male,Production,No,Satisfactory,3,Yes,strongly disagree,Strongly Disagree,Disagree,,Strongly Disagree,N,1,-2,-2,-1,,-2
10006331,New Hampshire,Technician - Aftermarket,Full-Time,Female,Production,No,Satisfactory,4,Yes,strongly disagree,Disagree,Strongly Disagree,,Agree,N,1,-2,-1,-2,,1
10006332,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,strongly disagree,Agree,Agree,,Strongly Disagree,N,1,-2,1,1,,-2
10006333,Illinois,Technician - Production,Full-Time,Male,Production,No,Outstanding,4,No,agree,Strongly Disagree,Disagree,,Agree,N,0,1,-2,-1,,1
10006334,California,Admin - Specialist,Full-Time,Female,Admin,No,Satisfactory,3,Yes,strongly disagree,Agree,Strongly Disagree,,Strongly Disagree,N,1,-2,1,-2,,-2
10006335,California,Technician - Production,Full-Time,Male,Production,No,Satisfactory,2,Yes,disagree,Agree,Disagree,,Disagree,N,1,-1,1,-1,,-1
10006336,Illinois,Sales - Client Support,Full-Time,Female,Client/Support,No,Poor,2,Yes,strongly agree,Strongly Disagree,Disagree,,Strongly Agree,N,1,2,-2,-1,,2
10006337,New York,Technician - Production,Full-Time,Female,Production,No,Outstanding,2,Yes,disagree,Strongly Disagree,Disagree,,Strongly Disagree,N,1,-1,-2,-1,,-2
10006338,Florida,Project Manager,Full-Time,Female,Admin,No,Satisfactory,4,Yes,disagree,Disagree,Disagree,,Strongly Agree,N,1,-1,-1,-1,,2
10006339,Texas,Technician - Production,Full-Time,Female,Production,No,Satisfactory,4,Yes,agree,Strongly Agree,Disagree,,Strongly Disagree,N,1,1,2,-1,,-2
10006340,Florida,Technician - Building Services,Full-Time,Female,Production,No,Satisfactory,4,Yes,agree,Disagree,Disagree,,Disagree,N,1,1,-1,-1,,-1
10006341,Florida,Technician - Production,Full-Time,Female,Production,No,Poor,1,No,strongly disagree,Agree,Disagree,,Disagree,N,0,-2,1,-1,,-1
10006342,New York,Admin - Specialist,Full-Time,Male,Admin,No,Outstanding,2,No,disagree,Disagree,Strongly Disagree,,Strongly Disagree,N,0,-1,-1,-2,,-2
10006343,Florida,IT/Support,Full-Time,Male,Client/Support,No,Satisfactory,4,Yes,agree,Disagree,Agree,,Disagree,N,1,1,-1,1,,-1
10006344,Illinois,Admin - Specialist,Full-Time,Female,Admin,No,Poor,1,Yes,agree,Strongly Agree,Disagree,,Disagree,N,1,1,2,-1,,-1
10006345,New York,Sales - Client Support,Full-Time,Male,Client/Support,No,Outstanding,3,Yes,agree,Disagree,Strongly Disagree,,Strongly Disagree,N,1,1,-1,-2,,-2
10006346,Texas,Technician - Aftermarket,Full-Time,Female,Production,No,Outstanding,2,Yes,disagree,Strongly Agree,Disagree,,Strongly Disagree,N,1,-1,2,-1,,-2
10006347,New Hampshire,Sales - Client Support,Full-Time,Female,Client/Support,No,Satisfactory,4,Yes,strongly disagree,Strongly Agree,Strongly Disagree,,Disagree,N,1,-2,2,-2,,-1
10006348,California,Technician - Production,Full-Time,Female,Production,No,Satisfactory,4,Yes,strongly disagree,Disagree,Agree,,Disagree,N,1,-2,-1,1,,-1
10006349,Illinois,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,strongly disagree,Strongly Agree,Disagree,,Disagree,N,1,-2,2,-1,,-1
10006350,Texas,Technician - Production,Part-Time,Male,Production,No,Satisfactory,4,Yes,agree,Disagree,Disagree,,Agree,N,1,1,-1,-1,,1
10006351,Texas,Engineering - Production,Full-Time,Female,Production,No,Poor,1,Yes,disagree,Agree,Disagree,,Strongly Disagree,N,1,-1,1,-1,,-2
10006352,Florida,Technician - Aftermarket,Full-Time,Female,Production,No,Satisfactory,3,Yes,disagree,Strongly Disagree,Strongly Disagree,,Strongly Disagree,N,1,-1,-2,-2,,-2
10006353,Florida,Admin - Specialist,Full-Time,Male,Admin,No,Satisfactory,3,Yes,agree,Strongly Agree,Strongly Disagree,,Strongly Agree,N,1,1,2,-2,,2
10006354,Florida,Sales - Client Support,Full-Time,Female,Client/Support,No,Satisfactory,4,Yes,strongly disagree,Strongly Disagree,Strongly Disagree,,Strongly Disagree,N,1,-2,-2,-2,,-2
10006355,New Hampshire,Director,Full-Time,Male,Admin,Yes,Satisfactory,4,Yes,agree,Disagree,Strongly Disagree,Disagree,,Y,1,1,-1,-2,-1,
10006356,Texas,Technician - Building Services,Part-Time,Female,Production,No,Satisfactory,4,Yes,disagree,Strongly Agree,Agree,,Strongly Disagree,N,1,-1,2,1,,-2
10006357,California,Technician - Building Services,Part-Time,Male,Production,No,Outstanding,4,Yes,strongly agree,Disagree,Strongly Disagree,,Strongly Agree,N,1,2,-1,-2,,2
10006358,Florida,Admin - Specialist,Full-Time,Female,Admin,No,Satisfactory,4,Yes,disagree,Strongly Agree,Strongly Disagree,,Strongly Disagree,N,1,-1,2,-2,,-2
10006359,California,IT/Support,Full-Time,Female,Client/Support,No,Poor,1,Yes,disagree,Disagree,Disagree,,Disagree,N,1,-1,-1,-1,,-1
10006360,New York,IT/Support,Full-Time,Male,Client/Support,No,Satisfactory,4,No,agree,Strongly Disagree,Agree,,Agree,N,0,1,-2,1,,1
10006361,Florida,Technician - Aftermarket,Full-Time,Male,Production,No,Satisfactory,2,Yes,agree,Disagree,Disagree,,Strongly Agree,N,1,1,-1,-1,,2
10006362,New Hampshire,Director,Full-Time,Male,Admin,Yes,Satisfactory,3,No,disagree,Agree,Agree,Disagree,,Y,0,-1,1,1,-1,
10006363,Florida,Technician - Production,Part-Time,Female,Production,No,Poor,1,No,agree,Strongly Disagree,Disagree,,Disagree,N,0,1,-2,-1,,-1
10006364,Florida,Project Manager,Full-Time,Female,Admin,No,Satisfactory,4,Yes,strongly disagree,Strongly Agree,Disagree,,Disagree,N,1,-2,2,-1,,-1
10006365,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Satisfactory,3,No,strongly disagree,Agree,Strongly Agree,,Strongly Disagree,N,0,-2,1,2,,-2
10006366,California,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,strongly agree,Agree,Strongly Agree,,Strongly Disagree,N,1,2,1,2,,-2
10006367,California,Admin - Manager,Full-Time,Male,Admin,No,Satisfactory,4,Yes,disagree,Agree,Strongly Disagree,,Strongly Disagree,N,1,-1,1,-2,,-2
10006368,Texas,Engineering - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,strongly disagree,Strongly Disagree,Strongly Agree,,Strongly Disagree,N,1,-2,-2,2,,-2
10006369,Texas,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Disagree,Agree,,Strongly Disagree,N,1,-1,-1,1,,-2
10006370,Florida,Project Manager,Full-Time,Female,Admin,No,Satisfactory,3,Yes,disagree,Agree,Disagree,,Disagree,N,1,-1,1,-1,,-1
10006371,Texas,IT/Support,Full-Time,Female,Client/Support,No,Satisfactory,4,Yes,strongly disagree,Strongly Disagree,Disagree,,Strongly Disagree,N,1,-2,-2,-1,,-2
10006372,New Hampshire,Admin - Specialist,Full-Time,Female,Admin,No,Satisfactory,2,Yes,disagree,Agree,Agree,,Strongly Disagree,N,1,-1,1,1,,-2
10006373,Florida,Technician - Production,Full-Time,Female,Production,No,Satisfactory,4,Yes,strongly disagree,Disagree,Agree,,Strongly Disagree,N,1,-2,-1,1,,-2
10006374,Texas,IT/Support,Full-Time,Female,Client/Support,No,Satisfactory,4,Yes,agree,Strongly Disagree,Disagree,,Strongly Disagree,N,1,1,-2,-1,,-2
10006375,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Agree,Disagree,,Disagree,N,1,-1,1,-1,,-1
10006376,California,Technician - Production,Full-Time,Female,Production,No,Satisfactory,4,No,agree,Agree,Strongly Disagree,,Disagree,N,0,1,1,-2,,-1
10006377,Texas,Technician - Maintenance,Full-Time,Male,Production,No,Outstanding,4,Yes,disagree,Agree,Disagree,,Disagree,N,1,-1,1,-1,,-1
10006378,California,Sales - After Market,Full-Time,Male,Client/Support,No,Satisfactory,4,Yes,disagree,Strongly Agree,Agree,,Strongly Disagree,N,1,-1,2,1,,-2
10006379,Florida,Technician - Building Services,Full-Time,Female,Production,No,Outstanding,2,Yes,strongly disagree,Disagree,Agree,,Strongly Disagree,N,1,-2,-1,1,,-2
10006380,Florida,Technician - Aftermarket,Full-Time,Male,Production,No,Satisfactory,4,No,disagree,Agree,Disagree,,Strongly Disagree,N,0,-1,1,-1,,-2
10006381,Florida,Admin - Specialist,Full-Time,Female,Admin,No,Satisfactory,3,Yes,agree,Disagree,Agree,,Strongly Disagree,N,1,1,-1,1,,-2
10006382,California,Technician - Production,Full-Time,Female,Production,No,Satisfactory,4,No,disagree,Strongly Agree,Strongly Disagree,,Disagree,N,0,-1,2,-2,,-1
10006383,Florida,Sales - Client Support,Full-Time,Male,Client/Support,No,Satisfactory,4,Yes,disagree,Disagree,Agree,,Strongly Disagree,N,1,-1,-1,1,,-2
10006384,Texas,IT/Support,Full-Time,Female,Client/Support,No,Satisfactory,2,Yes,strongly disagree,Disagree,Strongly Disagree,,Disagree,N,1,-2,-1,-2,,-1
10006385,New Hampshire,Technician - Production,Full-Time,Female,Production,No,Satisfactory,3,Yes,disagree,Disagree,Disagree,,Strongly Disagree,N,1,-1,-1,-1,,-2
10006386,Florida,Technician - Production,Full-Time,Female,Production,No,Poor,1,Yes,agree,Agree,Strongly Disagree,,Strongly Agree,N,1,1,1,-2,,2
10006387,Florida,Technician - Production,Part-Time,Male,Production,No,Satisfactory,4,Yes,strongly disagree,Strongly Disagree,Agree,,Strongly Disagree,N,1,-2,-2,1,,-2
10006388,New Hampshire,Technician - Building Services,Part-Time,Male,Production,No,Satisfactory,3,Yes,strongly disagree,Strongly Agree,Strongly Disagree,,Disagree,N,1,-2,2,-2,,-1
10006389,Florida,Technician - Maintenance,Full-Time,Male,Production,No,Satisfactory,4,No,strongly agree,Disagree,Disagree,,Strongly Disagree,N,0,2,-1,-1,,-2
10006390,Texas,IT/Support,Full-Time,Male,Client/Support,No,Satisfactory,4,Yes,strongly disagree,Agree,Disagree,,Strongly Disagree,N,1,-2,1,-1,,-2
10006391,California,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,No,strongly agree,Disagree,Strongly Agree,,Strongly Agree,N,0,2,-1,2,,2
10006392,California,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,No,agree,Strongly Disagree,Strongly Disagree,,Strongly Disagree,N,0,1,-2,-2,,-2
10006393,Florida,Technician - Production,Full-Time,Female,Production,No,Poor,1,Yes,agree,Strongly Agree,Disagree,,Disagree,N,1,1,2,-1,,-1
10006394,Florida,Technician - Production,Full-Time,Female,Production,No,Satisfactory,4,No,disagree,Agree,Disagree,,Strongly Disagree,N,0,-1,1,-1,,-2
10006395,New York,Technician - Aftermarket,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Disagree,Disagree,,Strongly Agree,N,1,-1,-1,-1,,2
10006396,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Outstanding,4,Yes,disagree,Disagree,Agree,,Disagree,N,1,-1,-1,1,,-1
10006397,Texas,Technician - Building Services,Full-Time,Female,Production,No,Satisfactory,4,Yes,strongly disagree,Disagree,Disagree,,Strongly Disagree,N,1,-2,-1,-1,,-2
10006398,Florida,Technician - Production,Part-Time,Female,Production,No,Satisfactory,4,Yes,agree,Strongly Disagree,Strongly Disagree,,Strongly Disagree,N,1,1,-2,-2,,-2
10006399,New Hampshire,Technician - Production,Full-Time,Female,Production,No,Satisfactory,4,Yes,agree,Agree,Strongly Disagree,,Disagree,N,1,1,1,-2,,-1
10006400,California,Admin - Manager,Full-Time,Female,Admin,No,Satisfactory,4,Yes,strongly disagree,Strongly Agree,Disagree,,Disagree,N,1,-2,2,-1,,-1
10006401,California,Sales - After Market,Full-Time,Female,Client/Support,No,Satisfactory,4,No,agree,Strongly Agree,Disagree,,Disagree,N,0,1,2,-1,,-1
10006402,Florida,Technician - Aftermarket,Full-Time,Female,Production,No,Satisfactory,4,Yes,agree,Disagree,Agree,,Strongly Disagree,N,1,1,-1,1,,-2
10006403,California,Sales - After Market,Full-Time,Female,Client/Support,No,Outstanding,3,No,strongly agree,Disagree,Disagree,,Strongly Agree,N,0,2,-1,-1,,2
10006404,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Satisfactory,3,Yes,strongly agree,Strongly Disagree,Disagree,,Disagree,N,1,2,-2,-1,,-1
10006405,New Hampshire,Director,Full-Time,Female,Admin,Yes,Poor,2,Yes,strongly disagree,Agree,Strongly Disagree,Disagree,,Y,1,-2,1,-2,-1,
10006406,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Strongly Agree,Disagree,,Strongly Disagree,N,1,-1,2,-1,,-2
10006407,California,Sales - After Market,Full-Time,Male,Client/Support,No,Satisfactory,4,Yes,strongly disagree,Strongly Disagree,Disagree,,Disagree,N,1,-2,-2,-1,,-1
10006408,Florida,Admin - Manager,Full-Time,Female,Admin,No,Outstanding,3,Yes,strongly disagree,Agree,Strongly Disagree,,Disagree,N,1,-2,1,-2,,-1
10006409,Florida,Sales - After Market,Full-Time,Male,Client/Support,No,Satisfactory,4,Yes,strongly disagree,Strongly Agree,Agree,,Strongly Disagree,N,1,-2,2,1,,-2
10006410,Florida,Technician - Production,Full-Time,Female,Production,No,Poor,1,No,disagree,Agree,Disagree,,Disagree,N,0,-1,1,-1,,-1
10006411,Florida,Technician - Aftermarket,Full-Time,Male,Production,No,Outstanding,4,Yes,agree,Agree,Disagree,,Strongly Agree,N,1,1,1,-1,,2
10006412,Texas,Sales - Client Support,Full-Time,Female,Client/Support,No,Satisfactory,4,No,disagree,Strongly Agree,Disagree,,Strongly Disagree,N,0,-1,2,-1,,-2
10006413,New Hampshire,Project Manager,Full-Time,Female,Admin,No,Satisfactory,4,Yes,disagree,Agree,Strongly Disagree,,Strongly Disagree,N,1,-1,1,-2,,-2
